Date,Time,Ptch(rad),Roll(rad),Yaw(rad),FM,RxBt(V),Curr(A),Capa(mAh),Bat%(%),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2000-01-01,00:27:27.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-50,100,11,-1,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:27.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,11,0,9,25,-51,100,10,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:27.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-53,100,11,-1,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:27.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-53,100,11,-3,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:28.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,98,11,0,9,25,-58,100,11,-2,8,-1024,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:28.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,98,11,0,9,25,-57,100,10,-2,7,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:28.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-54,100,10,-2,7,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:28.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-51,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:28.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-54,100,10,-2,7,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:29.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-54,100,10,-1,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:29.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,11,0,9,25,-52,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:29.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-52,100,12,-2,9,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:29.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,11,0,9,25,-54,100,11,-2,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:29.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-60,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:30.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-57,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:30.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-57,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:30.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-53,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:30.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-52,100,10,-2,8,-1024,4,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:30.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,9,0,9,25,-53,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:31.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-51,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:31.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,11,0,9,25,-51,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:31.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,11,0,9,25,-51,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:31.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-53,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:31.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-58,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:32.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-56,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:32.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,99,10,0,9,25,-51,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:32.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,98,10,0,9,25,-50,100,12,-3,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:32.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,98,10,0,9,25,-50,100,12,-3,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:32.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,96,10,0,9,25,-53,100,9,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:33.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,98,10,0,9,25,-52,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:33.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-51,100,11,-2,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:33.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,11,0,9,25,-53,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:33.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-58,100,11,-2,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:33.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-58,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:34.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-56,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:34.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,100,10,0,9,25,-51,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:34.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,9,0,9,25,-52,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:34.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,99,10,0,9,25,-55,100,11,-2,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:34.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,11,0,9,25,-55,100,11,-2,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:35.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,11,0,9,25,-55,100,11,-2,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:35.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,98,10,0,9,25,-54,100,10,-2,8,-1024,2,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:35.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,98,11,0,9,25,-57,100,12,-3,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:35.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,98,10,0,9,25,-64,100,11,-2,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:35.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,98,8,0,9,25,-62,100,11,-2,8,-1024,3,1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:36.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-70,0,100,10,0,9,25,-59,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,2012,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:36.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-70,0,100,10,0,9,25,-59,100,10,-3,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:36.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-71,0,100,10,0,9,25,-56,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:36.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-70,0,100,10,0,9,25,-60,100,9,-2,8,-1024,4,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:36.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,10,0,9,25,-56,100,12,-2,9,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:37.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,10,0,9,25,-55,100,12,-2,9,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:37.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,11,0,9,25,-58,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:37.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-69,0,100,11,0,9,25,-58,100,11,-3,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:37.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,100,11,0,9,25,-60,100,11,-2,8,-1024,4,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:37.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,100,11,0,9,25,-58,100,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:38.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-54,100,10,-2,9,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:38.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,100,10,0,9,25,-52,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:38.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-55,100,10,-2,9,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:38.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-55,100,10,-2,8,-1024,2,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:38.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,100,10,0,9,25,-51,100,12,-2,8,-1024,3,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:39.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-64,0,100,10,0,9,25,-51,100,11,-1,8,-1024,2,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:39.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-66,0,99,10,0,9,25,-56,100,10,-2,8,-1024,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:39.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,99,11,0,9,25,-60,100,10,-2,9,-1024,3,-1,0,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,1500,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:39.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,99,10,0,9,25,-59,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:39.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,99,10,0,9,25,-59,100,10,-2,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:40.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,99,11,0,9,25,-54,100,12,-2,9,-1024,2,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:40.330,0.00,0.00,0.00,"",0.0,0.0,0,0,-64,0,96,10,0,9,25,-49,100,11,-3,8,-1024,3,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:40.530,0.00,0.00,0.00,"",0.0,0.0,0,0,-65,0,96,10,0,9,25,-55,100,9,-3,7,-1024,4,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:40.730,0.00,0.00,0.00,"",0.0,0.0,0,0,-67,0,99,11,0,9,25,-54,100,12,-2,7,-1024,3,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:40.930,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,99,10,0,9,25,-55,100,11,-2,8,-1024,2,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
2000-01-01,00:27:41.130,0.00,0.00,0.00,"",0.0,0.0,0,0,-68,0,99,10,0,9,25,-55,100,11,-2,7,-1024,3,-1,1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,2012,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.4
