Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2000-01-01,00:01:03.050,-20,0,100,10,0,9,1000,-32,100,11,9,9,-1024,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:03.140,-23,0,100,10,0,9,1000,-46,100,10,-1,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:03.330,-23,0,100,10,0,9,1000,-46,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:03.530,-28,0,100,10,0,9,250,-38,100,10,-2,7,-1024,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:03.730,-34,0,100,10,0,9,25,-39,100,10,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:03.920,-38,0,100,10,0,9,25,-35,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:04.110,-40,0,100,10,0,9,25,-36,100,11,-2,7,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:04.310,-40,0,100,10,0,9,25,-33,100,10,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:04.510,-40,0,100,10,0,9,25,-33,100,10,-2,8,-1024,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:04.710,-37,0,100,10,0,9,25,-32,100,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:04.910,-37,0,100,10,0,9,25,-32,100,11,-2,9,-1024,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:05.110,-37,0,100,10,0,9,25,-38,100,9,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:05.310,-43,0,100,10,0,9,25,-45,100,10,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:05.510,-43,0,100,10,0,9,25,-42,24,11,-2,7,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:05.710,-43,0,100,10,0,9,25,-42,24,11,-2,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:05.910,-43,0,100,10,0,9,25,-42,0,11,-2,8,-1024,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:06.110,-43,0,100,10,0,9,25,-42,0,11,-1,9,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:06.310,-43,0,100,10,0,9,25,-55,0,10,0,8,-1024,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,988,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:06.510,-19,0,55,10,0,9,1000,-50,100,10,0,8,-1021,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,990,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:06.710,-23,0,100,10,0,9,1000,-31,100,11,0,8,-1019,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,991,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:06.910,-23,0,100,10,0,9,1000,-31,100,11,-1,8,-1008,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,996,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:07.110,-22,0,100,10,0,9,1000,-30,100,12,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:07.310,-24,0,100,10,0,9,50,-31,100,11,-1,8,-1004,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:07.510,-29,0,100,10,0,9,25,-25,100,9,-1,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:07.710,-31,0,100,10,0,9,25,-32,100,11,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:07.910,-36,0,100,10,0,9,25,-44,100,9,-1,8,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:08.110,-36,0,100,10,0,9,25,-44,100,9,-1,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:08.310,-40,0,100,8,0,9,25,-62,96,9,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:08.510,-47,0,100,10,0,9,25,-40,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:08.710,-46,0,100,10,0,9,25,-41,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:08.910,-46,0,100,10,0,9,25,-43,100,11,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:09.110,-45,0,100,10,0,9,25,-39,100,10,-2,8,-1006,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:09.310,-45,0,100,10,0,9,25,-39,100,10,-1,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:09.510,-45,0,100,10,0,9,25,-36,100,11,-2,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:09.710,-43,0,100,10,0,9,25,-41,100,10,-1,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:09.910,-44,0,100,10,0,9,25,-45,100,10,-2,8,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:10.110,-44,0,100,10,0,9,25,-38,100,2,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:10.310,-43,0,100,10,0,9,25,-37,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:10.510,-43,0,100,10,0,9,25,-37,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:10.710,-43,0,100,10,0,9,25,-44,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:10.910,-44,0,100,10,0,9,25,-38,100,11,-2,9,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:11.110,-43,0,100,10,0,9,25,-38,100,10,-3,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:11.310,-44,0,100,10,0,9,25,-35,100,11,-2,8,-1006,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:11.510,-44,0,100,10,0,9,25,-45,100,11,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:11.710,-44,0,100,10,0,9,25,-45,100,11,-2,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:11.910,-48,0,100,10,0,9,25,-46,100,11,-2,8,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:12.110,-48,0,100,10,0,9,25,-43,100,11,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:12.310,-46,0,100,10,0,9,25,-33,100,11,-1,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:12.510,-44,0,100,10,0,9,25,-39,100,11,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:12.710,-41,0,100,10,0,9,25,-34,100,11,-2,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:12.910,-41,0,100,10,0,9,25,-34,100,11,-2,8,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:13.110,-37,0,100,10,0,9,25,-33,100,12,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:13.310,-36,0,100,10,0,9,25,-29,100,11,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:13.510,-35,0,100,10,0,9,25,-33,100,12,-2,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:13.710,-36,0,100,10,0,9,25,-35,100,11,-2,8,-1006,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:13.910,-36,0,100,10,0,9,25,-31,100,11,-1,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:14.110,-36,0,100,10,0,9,25,-31,100,11,-2,7,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:14.310,-35,0,100,10,0,9,25,-28,100,11,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:14.510,-34,0,100,10,0,9,25,-33,100,11,-2,7,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:14.710,-33,0,100,10,0,9,25,-29,100,11,-1,8,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:14.910,-33,0,100,10,0,9,25,-32,100,12,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:15.110,-34,0,100,10,0,9,25,-29,100,11,-1,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:15.310,-34,0,100,10,0,9,25,-29,100,11,-2,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:15.510,-34,0,100,10,0,9,25,-33,100,12,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:15.710,-38,0,100,10,0,9,25,-35,100,11,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:15.910,-37,0,100,10,0,9,25,-31,100,12,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:16.110,-38,0,100,10,0,9,25,-28,100,11,-1,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:16.310,-36,0,100,10,0,9,25,-33,100,12,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:16.510,-36,0,100,10,0,9,25,-33,100,12,-2,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:16.710,-34,0,100,10,0,9,25,-29,100,10,-2,7,-1006,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:16.910,-35,0,100,10,0,9,25,-31,100,10,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:17.110,-36,0,100,10,0,9,25,-36,100,10,-2,8,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:17.310,-44,0,100,10,0,9,25,-40,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:17.510,-43,0,100,10,0,9,25,-43,100,10,-1,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:17.710,-43,0,100,10,0,9,25,-43,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:17.910,-42,0,100,10,0,9,25,-34,100,7,-1,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1530,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:18.110,-43,0,100,10,0,9,25,-33,100,10,-2,7,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:18.310,-39,0,100,10,0,9,25,-36,100,10,-2,8,-1006,1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,997,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:18.510,-39,0,100,10,0,9,25,-33,100,10,-2,7,-1005,3,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:18.710,-41,0,100,10,0,9,25,-34,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
2000-01-01,00:01:18.910,-41,0,100,10,0,9,25,-34,100,10,-2,8,-1005,2,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,998,1529,988,988,988,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,7.6
